,episode_reward,episode,duration,step,batch_reward,critic_loss,actor_loss,actor_target_entropy,actor_entropy,alpha_loss,alpha_value
0,0.0,1.0,24.838342905044556,250,,,,,,,
1,0.0,2.0,1.1846904754638672,500,,,,,,,
2,0.0,3.0,1.185708999633789,750,,,,,,,
3,20.0,4.0,1.1845009326934814,1000,,,,,,,
4,0.0,5.0,83.8653507232666,1250,0.0170546875,0.16893608708539978,0.056753730468917636,-2.0,2.446104305461049,0.31417872846126554,0.09939031655438636
5,0.0,6.0,86.29091048240662,1500,0.0135390625,0.09916519813449122,-0.2152064539194107,-2.0,2.5183586158752442,0.32932173466682435,0.09811943094139614
6,0.0,7.0,86.39694952964783,1750,0.012375,0.0901733882110566,-0.36370299744606016,-2.0,2.550167013168335,0.32448231244087217,0.09690001680756143
7,0.0,8.0,86.31418919563293,2000,0.010609375,0.057531677869847045,-0.4210627205371857,-2.0,2.567789659500122,0.3208845269680023,0.09570942151966354
8,0.0,9.0,86.39241051673889,2250,0.1137109375,0.41157213562726974,-0.651941239118576,-2.0,2.58063041305542,0.30170704555511474,0.09455650144609305
9,291.0,10.0,86.42666840553284,2500,0.132109375,0.3467736733257771,-0.9140788717269898,-2.0,2.5281855430603026,0.2949866156578064,0.09346953690807097
10,0.0,11.0,86.5286750793457,2750,0.1212109375,0.3798987897634506,-1.1279701981544494,-2.0,2.485616174697876,0.293095118522644,0.09237811828386237
11,0.0,12.0,86.4071593284607,3000,0.1088125,0.49980275890231135,-1.386221743106842,-2.0,2.504412281036377,0.2851219930648804,0.09130634067615559
12,0.0,13.0,86.49437713623047,3250,0.103203125,0.6454079387784004,-1.7115956258773803,-2.0,2.5015161762237548,0.27259965205192566,0.09026805840441234
13,0.0,14.0,86.59441995620728,3500,0.0918828125,1.0657657945156098,-1.946552843093872,-2.0,2.523634117126465,0.26911446774005887,0.08925361024018054
14,0.0,15.0,86.80704045295715,3750,0.0886015625,1.1226382043361665,-2.2449005613327024,-2.0,2.5180802326202394,0.2651040518283844,0.08825093200805757
15,0.0,16.0,86.8094596862793,4000,0.08275,2.222165058851242,-2.513770893096924,-2.0,2.5021158866882325,0.2532707635164261,0.08727043241346556
16,24.0,17.0,86.91626358032227,4250,0.1162734375,6.9261011114120485,-2.9423822116851808,-2.0,2.444653057098389,0.2288481068611145,0.08634640915787553
17,190.0,18.0,86.60984706878662,4500,0.1212421875,4.424764370918274,-3.377595323562622,-2.0,2.3952542877197267,0.19714011806249618,0.08552443208109019
18,0.0,19.0,86.62303352355957,4750,0.110765625,4.478216033458709,-3.7114163436889647,-2.0,2.2339043130874634,0.18903024715185165,0.0847596705584199
19,0.0,20.0,,5000,0.19278125,6.283492637634278,-5.494146224975586,-2.0,2.0276773805618284,0.15218331760168075,0.08404597950744382
20,,,109.61503672599792,5000,,,,,,,
21,895.0,21.0,87.76811838150024,5250,0.2798046875,6.927744021415711,-7.79472229385376,-2.0,1.7893000679016113,0.11545864301919938,0.08349132936055302
22,0.0,22.0,88.51646065711975,5500,0.282359375,10.663683801651,-8.724384071350098,-2.0,1.7566217794418335,0.10920995950698853,0.08299263657819367
23,436.0,23.0,88.82273697853088,5750,0.32946875,12.789770921707154,-10.493152164459229,-2.0,1.633583529472351,0.06637014743220061,0.08256745290284769
24,0.0,24.0,88.64454555511475,6000,0.3115703125,15.226354557037354,-11.427676902770996,-2.0,1.4738065433502197,0.03876404949184507,0.0823417761082666
